Orden;TPV;fecha;Creador;Estado;Negocio;Moneda;Precio
TPE-p-00000-09093;transfermovil;7 de noviembre de 2022;tbotelloperez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09090;transfermovil;7 de noviembre de 2022;ana.aguilera;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09088;transfermovil;7 de noviembre de 2022;mirysyle;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09086;transfermovil;7 de noviembre de 2022;mendozagarciadalgis;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09084;transfermovil;7 de noviembre de 2022;rayland;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09082;transfermovil;7 de noviembre de 2022;byaneicy;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09081;transfermovil;7 de noviembre de 2022;daisyacostaromero;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09079;transfermovil;7 de noviembre de 2022;adelaicirp;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09077;transfermovil;7 de noviembre de 2022;imandrapelaez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09075;transfermovil;7 de noviembre de 2022;acolor;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09073;transfermovil;7 de noviembre de 2022;erielmast;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09072;transfermovil;7 de noviembre de 2022;beatrizguerra151;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09071;transfermovil;7 de noviembre de 2022;eliofrankh;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-09070;transfermovil;7 de noviembre de 2022;omaidaperezbatista22;confirmed;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08887;transfermovil;5 de noviembre de 2022;drekecarmenatej;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08885;transfermovil;5 de noviembre de 2022;drekecarmenatej;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08884;transfermovil;5 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08881;transfermovil;5 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08877;transfermovil;5 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08875;transfermovil;5 de noviembre de 2022;jochy81;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08873;transfermovil;5 de noviembre de 2022;jochy81;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08871;transfermovil;5 de noviembre de 2022;cbarahonaaguilera0;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08796;transfermovil;5 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08794;transfermovil;5 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08753;transfermovil;5 de noviembre de 2022;edin.cruz.leyva;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08750;transfermovil;5 de noviembre de 2022;vivianoro20;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08749;transfermovil;5 de noviembre de 2022;anaikis.ml;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08748;transfermovil;5 de noviembre de 2022;ariguerraleyva;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08747;transfermovil;5 de noviembre de 2022;ivanmichel;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08746;transfermovil;5 de noviembre de 2022;alexisdavidperezescobar;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08745;transfermovil;5 de noviembre de 2022;samy860201;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08741;transfermovil;5 de noviembre de 2022;yaniselmustelier1;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08738;transfermovil;5 de noviembre de 2022;ivanmichel930511;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08734;transfermovil;5 de noviembre de 2022;beife;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08732;transfermovil;5 de noviembre de 2022;hdezcastilloneisser;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08730;transfermovil;5 de noviembre de 2022;elixandrasegura;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08727;transfermovil;5 de noviembre de 2022;mayelint71;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08725;transfermovil;5 de noviembre de 2022;alexei71.perez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08724;transfermovil;5 de noviembre de 2022;liudmilacb;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08720;transfermovil;5 de noviembre de 2022;gonzalezperezlludielramon;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08719;transfermovil;5 de noviembre de 2022;lisi.mena86;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08718;transfermovil;5 de noviembre de 2022;yancelys;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08716;transfermovil;5 de noviembre de 2022;maitecastroenrique;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08715;transfermovil;5 de noviembre de 2022;jorgebod516;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08713;transfermovil;5 de noviembre de 2022;rolandoluismerino;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08712;transfermovil;5 de noviembre de 2022;kenierjv;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08711;transfermovil;5 de noviembre de 2022;daysytuenvio;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08709;transfermovil;5 de noviembre de 2022;eliza881111;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08707;transfermovil;5 de noviembre de 2022;tuenvio.010203;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08705;transfermovil;5 de noviembre de 2022;elier.almaguers;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08701;transfermovil;5 de noviembre de 2022;fauto;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08699;transfermovil;5 de noviembre de 2022;ayme.carmenate;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08698;transfermovil;5 de noviembre de 2022;madridistajose13;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08694;transfermovil;5 de noviembre de 2022;lanrymedinagonzalez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08693;transfermovil;5 de noviembre de 2022;odalisrodriguez815;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08692;transfermovil;5 de noviembre de 2022;luisguerreroodalgis;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08690;transfermovil;5 de noviembre de 2022;rosayanet74;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08689;transfermovil;5 de noviembre de 2022;tania.dominguez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08687;transfermovil;5 de noviembre de 2022;yordanis.ceballo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08686;transfermovil;5 de noviembre de 2022;izaiavalera;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08684;transfermovil;5 de noviembre de 2022;garciamenalidia;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08679;transfermovil;5 de noviembre de 2022;chaveslisbeth9;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08677;transfermovil;5 de noviembre de 2022;rodelmy.lopez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08676;transfermovil;5 de noviembre de 2022;colonmarinoyaima;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08674;transfermovil;5 de noviembre de 2022;aymujica;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08671;transfermovil;5 de noviembre de 2022;raymar2908;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08669;transfermovil;5 de noviembre de 2022;deniacgs86;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08667;transfermovil;5 de noviembre de 2022;aimee.parra.escobar;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08666;transfermovil;5 de noviembre de 2022;yelenny.marrero;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08415;transfermovil;3 de noviembre de 2022;reynaleyvaariel;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08414;transfermovil;3 de noviembre de 2022;reynahunghenry;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08412;transfermovil;3 de noviembre de 2022;reynahunghenry;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08406;transfermovil;3 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08399;transfermovil;3 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08396;transfermovil;3 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08392;transfermovil;3 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08391;transfermovil;3 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08388;transfermovil;3 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08380;transfermovil;3 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08362;transfermovil;3 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08359;transfermovil;3 de noviembre de 2022;drekecarmenatej;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08315;transfermovil;3 de noviembre de 2022;olenia.marco;confirmed;Tienda Virtual U...;CUP;2.37
TPE-p-00000-08313;transfermovil;3 de noviembre de 2022;olenia.marco;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08301;transfermovil;3 de noviembre de 2022;carralero77;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08298;transfermovil;3 de noviembre de 2022;samy860201;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08297;transfermovil;3 de noviembre de 2022;adt031990;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08296;transfermovil;3 de noviembre de 2022;marlenisperez432;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08295;transfermovil;3 de noviembre de 2022;elizabethgarciagarcet;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08292;transfermovil;3 de noviembre de 2022;raul.8711;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08291;transfermovil;3 de noviembre de 2022;orisdalisv;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08290;transfermovil;3 de noviembre de 2022;nelsyrosah;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08289;transfermovil;3 de noviembre de 2022;camiloacostamora76;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08288;transfermovil;3 de noviembre de 2022;kireniagarciarey75;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08286;transfermovil;3 de noviembre de 2022;gbg;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08284;transfermovil;3 de noviembre de 2022;carloselcross;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08282;transfermovil;3 de noviembre de 2022;rody67;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08281;transfermovil;3 de noviembre de 2022;dianelis.escobedo87;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08279;transfermovil;3 de noviembre de 2022;felixramom150;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08277;transfermovil;3 de noviembre de 2022;claudiayinetr;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08276;transfermovil;3 de noviembre de 2022;alientodc25;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08274;transfermovil;3 de noviembre de 2022;dayipena02;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08273;transfermovil;3 de noviembre de 2022;izaidadieparondon;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08271;transfermovil;3 de noviembre de 2022;yudisleidysnaranjolinares;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08269;transfermovil;3 de noviembre de 2022;katherine05;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08267;transfermovil;3 de noviembre de 2022;saydelpineda2020;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08266;transfermovil;3 de noviembre de 2022;kareliaqh78;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08264;transfermovil;3 de noviembre de 2022;wiliam1985as;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08262;transfermovil;3 de noviembre de 2022;maymanzano2000;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08258;transfermovil;3 de noviembre de 2022;onilberld7512;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08257;transfermovil;3 de noviembre de 2022;gondresyesenia034;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08256;transfermovil;3 de noviembre de 2022;marthamaikely;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08255;transfermovil;3 de noviembre de 2022;cpupo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08253;transfermovil;3 de noviembre de 2022;dayanacorrales26;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08252;transfermovil;3 de noviembre de 2022;marlenlopezdesdin;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08250;transfermovil;3 de noviembre de 2022;yaspronlau;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08247;transfermovil;3 de noviembre de 2022;elisasilvabermudez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08243;transfermovil;3 de noviembre de 2022;rolandoluismerino;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08242;transfermovil;3 de noviembre de 2022;jh258561;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08241;transfermovil;3 de noviembre de 2022;nechygd;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08239;transfermovil;3 de noviembre de 2022;family89;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08237;transfermovil;3 de noviembre de 2022;marled;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08236;transfermovil;3 de noviembre de 2022;adt011990;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08235;transfermovil;3 de noviembre de 2022;osmaida.alarcon;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08233;transfermovil;3 de noviembre de 2022;frankmachado;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08230;transfermovil;3 de noviembre de 2022;avilesrodriguez65;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08228;transfermovil;3 de noviembre de 2022;cmlora1984;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08227;transfermovil;3 de noviembre de 2022;mantillaurquizak;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08226;transfermovil;3 de noviembre de 2022;barriosyuniel;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08224;transfermovil;3 de noviembre de 2022;rosaliacampomaceo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08197;transfermovil;2 de noviembre de 2022;drekecarmenatej;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08192;transfermovil;2 de noviembre de 2022;reynaleyvaariel;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08191;transfermovil;2 de noviembre de 2022;reynaleyvaariel;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08189;transfermovil;2 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08187;transfermovil;2 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08186;transfermovil;2 de noviembre de 2022;liselias181007;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08184;transfermovil;2 de noviembre de 2022;morarolando60;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08181;transfermovil;2 de noviembre de 2022;morarolando60;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08179;transfermovil;2 de noviembre de 2022;morarolando60;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08177;transfermovil;2 de noviembre de 2022;clau21;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08176;transfermovil;2 de noviembre de 2022;cbarahonaaguilera0;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08174;transfermovil;2 de noviembre de 2022;cbarahonaaguilera0;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08173;transfermovil;2 de noviembre de 2022;clau21;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08171;transfermovil;2 de noviembre de 2022;mgleyva90;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08165;transfermovil;2 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08163;transfermovil;2 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08083;transfermovil;2 de noviembre de 2022;tellezyadira74;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08082;transfermovil;2 de noviembre de 2022;baby850914;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08081;transfermovil;2 de noviembre de 2022;nory1109;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08079;transfermovil;2 de noviembre de 2022;oscarmayer;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08077;transfermovil;2 de noviembre de 2022;marcosvidalhechavarria;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08072;transfermovil;2 de noviembre de 2022;greisyp83;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08070;transfermovil;2 de noviembre de 2022;yvega82;confirmed;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08069;transfermovil;2 de noviembre de 2022;adt011990;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08067;transfermovil;2 de noviembre de 2022;gilcruz162;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08066;transfermovil;2 de noviembre de 2022;ramon7409;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08064;transfermovil;2 de noviembre de 2022;acolor;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08062;transfermovil;2 de noviembre de 2022;carlosfedez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08061;transfermovil;2 de noviembre de 2022;berthajulia1;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08058;transfermovil;2 de noviembre de 2022;leogimenesstar031;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08056;transfermovil;2 de noviembre de 2022;lianiivettvillamil;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08054;transfermovil;2 de noviembre de 2022;elizabeth.ochoa;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08053;transfermovil;2 de noviembre de 2022;luisaquesada28;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08052;transfermovil;2 de noviembre de 2022;onilberld7512;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08051;transfermovil;2 de noviembre de 2022;liettysanjuan91;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08050;transfermovil;2 de noviembre de 2022;orlandgamez.20041;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08048;transfermovil;2 de noviembre de 2022;hba;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08047;transfermovil;2 de noviembre de 2022;rebecatlledo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08045;transfermovil;2 de noviembre de 2022;oaranda520108;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08042;transfermovil;2 de noviembre de 2022;bmsanchez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08041;transfermovil;2 de noviembre de 2022;lis.25;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08040;transfermovil;2 de noviembre de 2022;elence58;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08038;transfermovil;2 de noviembre de 2022;luisd.angel87;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08037;transfermovil;2 de noviembre de 2022;ariguerraleyva;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08035;transfermovil;2 de noviembre de 2022;guidoernestolh;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08034;transfermovil;2 de noviembre de 2022;delgadoflorinmercedes;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08031;transfermovil;2 de noviembre de 2022;cardenascorralesy;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08029;transfermovil;2 de noviembre de 2022;yohan7170;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08028;transfermovil;2 de noviembre de 2022;carloselcross;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08027;transfermovil;2 de noviembre de 2022;maria.eguren;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08026;transfermovil;2 de noviembre de 2022;lisi.mena86;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08024;transfermovil;2 de noviembre de 2022;mantillaurquizak;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08022;transfermovil;2 de noviembre de 2022;lubiaperez094;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08019;transfermovil;2 de noviembre de 2022;herneydismatos;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08016;transfermovil;2 de noviembre de 2022;yusy69;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08014;transfermovil;2 de noviembre de 2022;imandrapelaez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08010;transfermovil;2 de noviembre de 2022;donaldsfranciaalfredo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08009;transfermovil;2 de noviembre de 2022;marliuvystorres;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08007;transfermovil;2 de noviembre de 2022;beatrizguerra151;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08006;transfermovil;2 de noviembre de 2022;aliciatrsut2021;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-08001;transfermovil;1 de noviembre de 2022;jochy81;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07999;transfermovil;1 de noviembre de 2022;drekecarmenatej;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07997;transfermovil;1 de noviembre de 2022;drekecarmenatej;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07995;transfermovil;1 de noviembre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07994;transfermovil;1 de noviembre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07993;transfermovil;1 de noviembre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07990;transfermovil;1 de noviembre de 2022;cbarahonaaguilera0;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07985;transfermovil;1 de noviembre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07982;transfermovil;1 de noviembre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07978;transfermovil;1 de noviembre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07922;transfermovil;1 de noviembre de 2022;katherine05;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07913;transfermovil;1 de noviembre de 2022;ramona.delgado;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07909;transfermovil;1 de noviembre de 2022;yantadieguezalejandro;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07908;transfermovil;1 de noviembre de 2022;anaikiss94;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07907;transfermovil;1 de noviembre de 2022;aylin.reyescruz84;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07906;transfermovil;1 de noviembre de 2022;andycm83;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07905;transfermovil;1 de noviembre de 2022;luisangelr894;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07904;transfermovil;1 de noviembre de 2022;dayliertuenvio;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07902;transfermovil;1 de noviembre de 2022;carbonellnunezjoseluis;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07901;transfermovil;1 de noviembre de 2022;felicia260468;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07898;transfermovil;1 de noviembre de 2022;lmariaelena279;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07895;transfermovil;1 de noviembre de 2022;erielmast;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07893;transfermovil;1 de noviembre de 2022;fuentesbatistalianet;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07894;transfermovil;1 de noviembre de 2022;disnierp;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07892;transfermovil;1 de noviembre de 2022;noraidaalmaguer;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07890;transfermovil;1 de noviembre de 2022;elizabeth.chavez3873;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07886;transfermovil;1 de noviembre de 2022;dayanaalmanza88;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07884;transfermovil;1 de noviembre de 2022;anibalmorenogutierrez;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07882;transfermovil;1 de noviembre de 2022;lisyanet9708;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07881;transfermovil;1 de noviembre de 2022;suselleyva84;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07880;transfermovil;1 de noviembre de 2022;victorpinor59;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07879;transfermovil;1 de noviembre de 2022;yamisleydisolivarodriguez;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07876;transfermovil;1 de noviembre de 2022;samy860201;delivered;Tienda Virtual U...;CUP;237.11
TPE-p-00000-07875;transfermovil;1 de noviembre de 2022;yamilkamoreno0;delivered;Tienda Virtual U...;CUP;237.11
